specie	record_number	process	QDB_process	type	element	ionic_state	initial_state_conf	initial_state	final_state	reaction_formula	x_unit	y_unit	reference_number	author	title_of_record	journal_name	volume_and_issue_No	page_number	date_of_publication	DOI
C2H4	rowB201215446	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2H4+ + e(2)	e + C2H4 -> C2H4+ + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201215447	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2H3+ + H + e(2)	e + C2H4 -> C2H3+ + H + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201215448	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2H2+ + H2 + e(2)	e + C2H4 -> C2H2+ + H2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201215449	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2H+ + H2 + H + e(2)	e + C2H4 -> C2H+ + H2 + H + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201215450	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2+ + 2H2 + e(2)	e + C2H4 -> C2+ + 2H2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201215451	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	CH3+ + CH + e(2)	e + C2H4 -> CH3+ + CH + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201215452	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	CH2+ + CH2 + e(2)	e + C2H4 -> CH2+ + CH2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201215453	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	CH3 + CH+ + e(2)	e + C2H4 -> CH3 + CH+ + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201215555	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C+ + CH2 + H2 + e(2)	e + C2H4 -> C+ + CH2 + H2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
N 	rowB201200136	Electron Impact Partial Ionization	EIN	R	N	0		N 	N+ + e(2)	e + N -> N+ + e(2)	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
N+	rowB201201707	Electron Impact Partial Ionization	EIN	R	N	1		N+ 	N2+ + e(2)	e + N+ -> N2+ + e(2)	eV	1E-16 cm^2	2012000068	Y. Hahn  A.K. Pradhan  H. Tawara  H.L. Zhang	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Börnstein	17	1/231	2001	
N	rowB201201929	Electron Impact Partial Ionization	EIN	R	N	0	1s22s22p3	N(1s22s22p3)	N+(1s12s22p3) + e(2)	e + N(1s22s22p3) -> N+(1s12s22p3) + e(2)	eV	1E-16 cm^2	2012000073	MANTIAN LIU  ZHU AN  CHANGHUAN TANG  ZHENGMING LUO  XIUFENG PENG  XIANGUAN LONG	EXPERIMENTAL ELECTRON-IMPACT K-SHELL IONIZATION CROSS SECTIONS	ADNDT	76	213/234	2000	10.1006/adnd.2000.0843
C2H6	rowB201200095	Electron Impact Total Scattering	ETS	R	C2H6	0		C2H6		e + C2H6	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
C2H6	rowB201215876	Electron Impact Elastic Scattering	EEL	R	C2H6	0		C2H6		e + C2H6	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
C2H6	rowB201200101	Electron Impact Momentum Transfer  Scattering	EMT	R	C2H6	0		C2H6		e + C2H6	eV	1E-16 cm^2	2011000257	M. T. Elford  S. J. Buckman  M. Brunger	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-85/6-117	2003	
C2H6	rowB201215877	Electron Impact Momentum Transfer  Scattering	EMT	R	C2H6	0		C2H6		e + C2H6	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
C2H6	rowB201200073	Electron Impact Total Ionization	ETI	R	C2H6	0		C2H6		e + C2H6	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201215468	Electron Impact Total Ionization	ETI	R	C2H6	0		C2H6		e + C2H6	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201200180	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H6+ + e(2)	e + C2H6 -> C2H6+ + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200181	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H5+ + X + e(2)	e + C2H6 -> C2H5+ + X + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200182	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H4+ + XY + e(2)	e + C2H6 -> C2H4+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200183	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H3+ + XY + e(2)	e + C2H6 -> C2H3+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200185	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H2+ + XY + e(2)	e + C2H6 -> C2H2+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200186	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H+ + XY + e(2)	e + C2H6 -> C2H+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200187	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2+ + XY + e(2)	e + C2H6 -> C2+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200188	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	CH3+ + XY + e(2)	e + C2H6 -> CH3+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200189	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	CH2+ + XY + e(2)	e + C2H6 -> CH2+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200190	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	CH+ + XY + e(2)	e + C2H6 -> CH+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200191	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C+ + XY + e(2)	e + C2H6 -> C+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200192	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	H3+ + XY + e(2)	e + C2H6 -> H3+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200193	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	H2+ + XY + e(2)	e + C2H6 -> H2+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201200195	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	H+ + XY + e(2)	e + C2H6 -> H+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H6	rowB201215469	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H6+ + e(2)	e + C2H6 -> C2H6+ + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215470	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H5+ + H + e(2)	e + C2H6 -> C2H5+ + H + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215471	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H4+ + H2 + e(2)	e + C2H6 -> C2H4+ + H2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215472	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H3+ + H2 + H + e(2)	e + C2H6 -> C2H3+ + H2 + H + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215473	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H2+ + 2H2 + e(2)	e + C2H6 -> C2H2+ + 2H2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215474	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H+ + 2H2 + H + e(2)	e + C2H6 -> C2H+ + 2H2 + H + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215475	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	CH3+ + CH3 + e(2)	e + C2H6 -> CH3+ + CH3 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215476	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	CH2+ + CH4 + e(2)	e + C2H6 -> CH2+ + CH4 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215477	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2+ + 3H2 + e(2)	e + C2H6 -> C2+ + 3H2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215478	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C+ + CH4 + H2 + e(2)	e + C2H6 -> C+ + CH4 + H2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215479	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	C2H52+ + H + e(3)	e + C2H6 -> C2H52+ + H + e(3)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H6	rowB201215557	Electron Impact Partial Ionization	EIN	R	C2H6	0		C2H6	CH+ + CH3 + H2 + e(2)	e + C2H6 -> CH+ + CH3 + H2 + e(2)	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
H2	rowB201213029	Electron Impact Total Scattering	ETS	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
H2	rowB201215708	Electron Impact Total Scattering	ETS	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215711	Electron Impact Total Scattering	ETS	R	H2	0	J=0	H2(J=0)	H2(J=2) + e	e + H2(J=0) -> H2(J=2) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215712	Electron Impact Total Scattering	ETS	R	H2	0	v=0	H2(v=0)	H2(v=1) + e	e + H2(v=0) -> H2(v=1) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215713	Electron Impact Total Scattering	ETS	R	H2	0		H2	H2(b3Σu+) + e	e + H2 -> H2(b3Σu+) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215714	Electron Impact Total Scattering	ETS	R	H2	0		H2	H2(B1Σu+) + e	e + H2 -> H2(B1Σu+) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215715	Electron Impact Total Scattering	ETS	R	H2	0		H2	H2(C1Πu) + e	e + H2 -> H2(C1Πu) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215716	Electron Impact Total Scattering	ETS	R	H2	0		H2	H2(E,F1Σg+) + e	e + H2 -> H2(E,F1Σg+) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215717	Electron Impact Total Scattering	ETS	R	H2	0		H2	H2(a3Σg+) + e	e + H2 -> H2(a3Σg+) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215718	Electron Impact Total Scattering	ETS	R	H2	0		H2	H2(c3Πu) + e	e + H2 -> H2(c3Πu) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215719	Electron Impact Total Scattering	ETS	R	H2	0		H2	H2(e3Σu+) + e	e + H2 -> H2(e3Σu+) + e	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201000034	Electron Impact Elastic Scattering	EEL	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2010000029	H. Tawara  Y. Itikawa  H. Nishimura and M. Yoshino	Cross sections and related data for electron collisions with hydrogen molecules and molecular ions	J. Phys. Chem. Ref. Data	19	617/636	1990	
H2	rowB201213081	Electron Impact Elastic Scattering	EEL	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2011000256	S. J. Buckman  M. Brunger  M. T. Elford	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-52/6-84	2003	
H2	rowB201215709	Electron Impact Elastic Scattering	EEL	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201000021	Electron Impact Momentum Transfer  Scattering	EMT	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2011000257	M. T. Elford  S. J. Buckman  M. Brunger	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-85/6-117	2003	
H2	rowB201213115	Electron Impact Momentum Transfer  Scattering	EMT	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2011000257	M. T. Elford  S. J. Buckman  M. Brunger	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-85/6-117	2003	
H2	rowB201215710	Electron Impact Momentum Transfer  Scattering	EMT	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201212660	Electron Impact Total Ionization	ETI	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2	rowB201215721	Electron Impact Total Ionization	ETI	R	H2	0		H2		e + H2	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201212920	Electron Impact Partial Ionization	EIN	R	H2	0		H2	H2+ + e(2)	e + H2 -> H2+ + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2	rowB201212928	Electron Impact Partial Ionization	EIN	R	H2	0		H2	H+ + H + e(2)	e + H2 -> H+ + H + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2	rowB201215722	Electron Impact Partial Ionization	EIN	R	H2	0		H2	H2+ + e(2)	e + H2 -> H2+ + e(2)	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201215723	Electron Impact Partial Ionization	EIN	R	H2	0		H2	H+ + H + e(2)	e + H2 -> H+ + H + e(2)	eV	1E-16 cm^2	2012000910	Yukikazu Itikawa	Cross Sections for Electron Collisions with Hydrogen Molecules	J. Phys. Chem. Ref. Data	37	913/-	2008	
H2	rowB201000065	Electron Impact Electronic Excitation	EEX	R	H2	0	X1Σg+	H2(X1Σg+)	H2(b3Σu+)	e + H2(X1Σg+) -> H2(b3Σu+)	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2	rowB201000073	Electron Impact Electronic Excitation	EEX	R	H2	0	X1Σg+	H2(X1Σg+)	H2(c3Πu)	e + H2(X1Σg+) -> H2(c3Πu)	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2	rowB201213193	Electron Impact Electronic Excitation	EEX	R	H2	0	X1Σ+g	H2(X1Σ+g)	H2(B1Σ+u) + e	e + H2(X1Σ+g) -> H2(B1Σ+u) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2	rowB201213194	Electron Impact Electronic Excitation	EEX	R	H2	0	X1Σ+g	H2(X1Σ+g)	H2(b3Σ+u) + e	e + H2(X1Σ+g) -> H2(b3Σ+u) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2	rowB201213195	Electron Impact Electronic Excitation	EEX	R	H2	0	X1Σ+g	H2(X1Σ+g)	H2(c3Πu) + e	e + H2(X1Σ+g) -> H2(c3Πu) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2	rowB201213196	Electron Impact Electronic Excitation	EEX	R	H2	0	X1Σ+g	H2(X1Σ+g)	H2(a3Σ+u) + e	e + H2(X1Σ+g) -> H2(a3Σ+u) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2	rowB201213197	Electron Impact Electronic Excitation	EEX	R	H2	0	X1Σ+g	H2(X1Σ+g)	H2(C1Πu) + e	e + H2(X1Σ+g) -> H2(C1Πu) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2	rowB201213192	Electron Impact Vibrational Excitation	EVX	R	H2	0	v=0	H2(v=0)	H2(v=1) + e	e + H2(v=0) -> H2(v=1) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2	rowB201213190	Electron Impact Rotational Excitation	ECX	R	H2	0	j=0	H2(j=0)	H2(j=2) + e	e + H2(j=0) -> H2(j=2) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
